"egoid","completed_6","completed_5","completed_4","completed_3","completed_2","completed_1","euthanasia_6","euthanasia_5","euthanasia_4","euthanasia_3","euthanasia_2","euthanasia_1","fssocsec_6","fssocsec_5","fssocsec_4","fssocsec_3","fssocsec_2","fssocsec_1","fswelfare_6","fswelfare_5","fswelfare_4","fswelfare_3","fswelfare_2","fswelfare_1","jobguar_6","jobguar_5","jobguar_4","jobguar_3","jobguar_2","jobguar_1","marijuana_6","marijuana_5","marijuana_4","marijuana_3","marijuana_2","marijuana_1","toomucheqrights_6","toomucheqrights_5","toomucheqrights_4","toomucheqrights_3","toomucheqrights_2","toomucheqrights_1"
66245,"2013-05-09 14:44:48","2013-02-03 21:41:14","2012-08-28 15:28:32","2012-05-15 11:05:16","2012-02-12 16:00:44","2011-08-23 16:01:00","Not sure","Yes","No","Not sure","No","No","Increase","Increase","Increase","Increase","Increase","Be kept the same","Increase","Increase","Increase","Be kept the same","Be kept the same","Decrease","2","","","3","3","3","Legal","Legal","Legal","Not Sure","Not Sure","Not Legal","Strongly diisagree","Disagree","","Strongly diisagree","Disagree","Disagree"
17041,"","","","","2012-02-27 14:16:20","2011-08-18 22:20:00","","","","","Yes","Yes","","","","","Decrease","Decrease","","","","","Decrease","Decrease","","","","","Each Person on Own","Each Person on Own","","","","","Not Legal","Not Legal","","","","","Strongly agree","Strongly agree"
73175,"2013-05-02 11:51:35","2013-01-18 21:25:53","2012-08-24 09:59:31","2012-05-14 15:54:36","2012-02-03 16:35:27","2011-09-26 15:43:00","Not sure","Not sure","No","Not sure","Not sure","No","Decrease","Decrease","Decrease","Not sure","Decrease","Not sure","Not sure","Not sure","Decrease","Not sure","Not sure","Not sure","5","5","5","4","5","5","Legal","Legal","Legal","Legal","Legal","Legal","Disagree","Disagree","Disagree","Neither agree nor disagree","Disagree","Disagree"
57896,"","","2012-08-20 10:11:32","2012-05-13 21:20:24","2012-02-11 12:26:30","2011-08-16 16:53:00","","","No","No","No","No","","","Decrease","Decrease","Not sure","Not sure","","","Decrease","Be kept the same","Not sure","Not sure","","","5","5","5","","","","Not Sure","Not Sure","Legal","Not Sure","","","Agree","Neither agree nor disagree","Neither agree nor disagree","Not Sure"
22617,"2013-05-12 13:46:31","2013-01-23 22:48:38","2012-08-21 13:39:37","2012-05-13 22:54:12","2012-01-28 14:40:46","2011-08-16 00:15:00","Yes","Yes","Yes","Yes","Yes","Yes","Not sure","Not sure","","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","6","6","6","6","6","4","Legal","Legal","","Legal","Legal","Not Legal","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree"
10841,"2013-05-02 17:06:58","2013-01-20 12:39:25","2012-08-20 14:12:23","2012-05-18 12:28:28","2012-02-06 16:32:03","2011-08-15 17:19:00","No","No","No","No","No","Yes","Not sure","Increase","Not sure","Increase","Increase","Increase","Increase","Increase","Not sure","Increase","Increase","Increase","5","5","5","4","6","2","Not Legal","Not Legal","Not Sure","Not Legal","Not Legal","Not Legal","Neither agree nor disagree","Neither agree nor disagree","Strongly diisagree","Disagree","Disagree","Strongly diisagree"
32100,"2013-05-02 10:00:44","2013-01-28 17:22:19","2012-08-20 17:41:09","2012-05-13 18:13:06","2012-02-22 19:02:16","2011-08-15 21:17:00","Not sure","Not sure","Yes","Yes","Not sure","Yes","Be kept the same","Not sure","Not sure","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Not sure","Increase","Increase","Be kept the same","Increase","3","4","4","4","5","4","Legal","Not Sure","Not Sure","Not Sure","Not Sure","Not Sure","Strongly diisagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Not Sure"
75178,"2013-05-09 10:22:31","2013-01-19 23:08:26","2012-08-20 14:43:03","2012-05-09 20:03:09","2012-02-10 18:07:24","2011-08-15 23:43:00","Yes","Yes","Yes","Yes","Yes","Yes","Increase","Increase","Increase","Be kept the same","Increase","Increase","Be kept the same","Decrease","Be kept the same","Be kept the same","Be kept the same","Be kept the same","4","3","4","3","4","5","Legal","Not Legal","Legal","Not Legal","Not Sure","Not Sure","Agree","Agree","Agree","Agree","Agree","Agree"
77291,"2013-05-02 16:48:04","2013-01-19 15:22:44","2012-08-24 18:41:12","2012-05-10 11:12:39","2012-01-29 21:06:05","2011-08-18 23:59:00","Not sure","No","No","Yes","No","No","Be kept the same","Increase","Increase","Be kept the same","Be kept the same","Be kept the same","Increase","Increase","Be kept the same","Be kept the same","Be kept the same","Increase","6","4","3","4","4","5","Legal","Legal","Legal","Legal","Legal","Legal","Strongly diisagree","Strongly diisagree","Strongly diisagree","Disagree","Disagree","Disagree"
62555,"2013-05-07 23:47:24","2013-01-19 02:56:06","2012-08-25 11:41:16","2012-05-10 19:45:29","2012-02-24 01:07:04","2011-08-15 16:04:00","Yes","Yes","Not sure","Yes","Yes","No","Not sure","Not sure","Not sure","Not sure","Not sure","Increase","Not sure","Not sure","Increase","Not sure","Not sure","Increase","","","4","Govt. See to Job/Living","","Each Person on Own","Not Sure","Not Sure","Not Sure","Not Sure","Legal","Not Sure","Disagree","Disagree","Disagree","Disagree","Not Sure","Disagree"
44167,"","2013-01-23 20:29:56","2012-09-14 17:37:42","2012-05-16 02:02:10","2012-01-30 13:20:45","2011-08-15 20:32:00","","Yes","No","Yes","Yes","Yes","","Not sure","Not sure","Decrease","Not sure","Not sure","","Not sure","Not sure","Decrease","Not sure","Not sure","","4","4","5","6","Each Person on Own","","Legal","Legal","Legal","Legal","Legal","","Agree","Neither agree nor disagree","Agree","Agree","Strongly diisagree"
26999,"2013-05-02 18:18:08","2013-01-28 17:40:11","2012-08-21 11:14:23","2012-05-09 16:34:25","2012-02-24 16:31:19","2011-08-15 14:58:00","Yes","Not sure","Yes","Not sure","Not sure","No","Decrease","Not sure","Decrease","Not sure","Not sure","Not sure","Decrease","Not sure","Decrease","Not sure","Not sure","Not sure","Each Person on Own","","Each Person on Own","Govt. See to Job/Living","","","Legal","Not Sure","Legal","Not Sure","Not Sure","Not Legal","Strongly agree","Not Sure","Strongly diisagree","Not Sure","Not Sure","Not Sure"
13116,"2013-05-09 11:38:27","2013-01-30 13:38:03","2012-08-22 13:34:59","2012-05-14 14:22:03","2012-02-29 17:08:16","2011-08-15 20:25:00","Yes","Not sure","Yes","Not sure","Not sure","Yes","Increase","Increase","Not sure","Be kept the same","Not sure","Increase","Increase","Increase","Increase","Be kept the same","Not sure","Increase","4","2","3","4","","5","Legal","Legal","Legal","Legal","Not Sure","Legal","Neither agree nor disagree","Disagree","Not Sure","Neither agree nor disagree","Strongly diisagree","Neither agree nor disagree"
51470,"","","2012-08-26 15:37:21","","2012-02-22 20:44:56","2011-08-15 20:26:00","","","No","","No","Not sure","","","Decrease","","Decrease","Decrease","","","Decrease","","Decrease","Decrease","","","Each Person on Own","","6","Each Person on Own","","","Legal","","Legal","Legal","","","Neither agree nor disagree","","Strongly agree","Strongly agree"
20905,"","2013-02-04 17:14:07","2012-09-13 16:47:50","2012-05-18 19:00:16","","2011-09-26 16:03:00","","Not sure","Not sure","Yes","","No","","Not sure","Not sure","Be kept the same","","Not sure","","Not sure","Not sure","Be kept the same","","Be kept the same","","4","4","4","","","","Not Sure","Not Sure","Legal","","Not Legal","","Neither agree nor disagree","Not Sure","Neither agree nor disagree","","Agree"
72700,"","","","","","2011-08-24 11:40:00","","","","","","Not sure","","","","","","Be kept the same","","","","","","Be kept the same","","","","","","4","","","","","","Not Legal","","","","","","Agree"
52635,"2013-05-07 18:15:20","2013-01-22 21:07:26","2012-08-20 11:00:16","2012-05-09 09:31:06","2012-01-29 15:29:25","2011-08-15 15:16:00","Yes","Yes","Yes","Yes","Yes","Yes","Not sure","Not sure","Not sure","Not sure","Not sure","Be kept the same","Not sure","Not sure","Not sure","Not sure","Not sure","Be kept the same","4","","4","3","3","4","Legal","Legal","Not Sure","Not Sure","Not Sure","Legal","Neither agree nor disagree","Not Sure","Not Sure","Not Sure","Disagree","Strongly diisagree"
14188,"2013-05-05 00:10:50","2013-01-18 21:40:45","2012-08-20 13:11:17","2012-05-14 17:43:15","2012-02-11 14:28:50","2011-08-15 18:14:00","Yes","Yes","Yes","Yes","Yes","Yes","Increase","Be kept the same","Be kept the same","Increase","Increase","Be kept the same","Not sure","Increase","Increase","Increase","Be kept the same","Be kept the same","4","4","2","3","5","4","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Disagree","Disagree","Neither agree nor disagree","Strongly diisagree","Disagree","Disagree"
34250,"2013-05-14 00:39:58","2013-01-27 12:38:03","2012-09-03 11:01:57","2012-05-16 14:42:55","2012-02-05 22:17:59","2011-08-17 14:18:00","Yes","Not sure","Yes","Yes","Yes","Yes","Be kept the same","Be kept the same","Decrease","Decrease","Decrease","Increase","Be kept the same","Decrease","Decrease","Decrease","Decrease","Decrease","5","6","6","6","Each Person on Own","6","Not Sure","Not Sure","Not Sure","Not Sure","Not Sure","Not Legal","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Disagree"
75466,"","","2012-08-23 11:07:36","2012-05-17 17:06:30","2012-02-03 22:17:03","2011-08-15 15:40:00","","","Yes","Yes","Yes","Yes","","","Not sure","Not sure","Not sure","Not sure","","","Not sure","Not sure","Not sure","Not sure","","","2","Govt. See to Job/Living","4","5","","","Legal","Legal","Legal","Legal","","","Not Sure","Not Sure","Disagree","Disagree"
85596,"2013-05-02 13:01:49","2013-01-18 22:06:17","2012-08-20 13:50:02","2012-05-09 21:00:48","2012-01-28 13:38:17","2011-08-15 15:37:00","No","No","No","No","No","No","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Decrease","Be kept the same","Be kept the same","Be kept the same","Be kept the same","4","6","4","5","5","4","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Agree","Disagree","Neither agree nor disagree","Disagree","Agree","Strongly diisagree"
69669,"","","2012-08-25 21:27:32","2012-05-11 21:07:03","2012-01-28 16:01:58","2011-08-17 20:36:00","","","Yes","Not sure","Yes","Yes","","","Be kept the same","Not sure","Increase","Increase","","","Increase","Not sure","Increase","Increase","","","4","4","4","4","","","Not Legal","Legal","Legal","Not Legal","","","Strongly agree","Disagree","Neither agree nor disagree","Neither agree nor disagree"
30952,"2013-05-09 22:26:22","2013-01-19 02:46:04","2012-09-01 22:23:54","2012-05-15 21:42:20","2012-02-11 01:53:51","2011-09-19 15:34:00","Not sure","Not sure","Yes","Yes","Not sure","Not sure","Not sure","Not sure","Be kept the same","Be kept the same","Not sure","Not sure","Not sure","Not sure","Be kept the same","Increase","Not sure","Not sure","5","","","4","","4","Legal","Legal","Not Legal","Not Legal","Not Sure","Legal","Neither agree nor disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Not Sure"
52615,"","","","","2012-01-28 12:12:10","2011-08-31 10:05:00","","","","","Yes","Yes","","","","","Not sure","Not sure","","","","","Be kept the same","Not sure","","","","","Govt. See to Job/Living","","","","","","Legal","Legal","","","","","Disagree","Not Sure"
95426,"","","","","","2011-08-15 15:24:00","","","","","","Yes","","","","","","Decrease","","","","","","Increase","","","","","","3","","","","","","Not Legal","","","","","","Strongly diisagree"
51597,"2013-05-10 17:30:22","2013-01-24 17:07:03","2012-08-25 20:50:15","2012-05-17 21:18:24","2012-02-05 16:53:04","2011-08-18 23:03:00","Yes","Yes","Yes","Yes","Yes","Yes","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","5","4","6","4","4","4","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Agree","Agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree"
51675,"2013-05-07 13:57:00","2013-01-29 19:07:12","2012-09-01 13:39:44","2012-05-18 22:23:50","2012-01-28 15:54:58","2011-08-16 10:08:00","No","No","No","No","Not sure","No","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","5","3","5","3","4","5","Legal","Not Sure","Not Sure","Not Sure","Not Sure","Not Sure","Disagree","Disagree","Disagree","Disagree","Strongly diisagree","Strongly diisagree"
65102,"","","2012-08-19 21:45:09","2012-05-10 21:10:49","2012-02-24 15:01:42","2011-08-15 15:12:00","","","Yes","No","No","Yes","","","Be kept the same","Increase","Increase","Be kept the same","","","Be kept the same","Increase","Increase","Be kept the same","","","2","2","3","3","","","Not Legal","Not Legal","Not Legal","Not Legal","","","Disagree","Disagree","Disagree","Disagree"
84472,"","2013-01-22 22:13:26","2012-08-20 23:42:14","2012-05-17 16:31:35","2012-02-23 20:03:17","2011-08-15 18:19:00","","Yes","Yes","Yes","Yes","Yes","","Decrease","Decrease","Decrease","Decrease","Decrease","","Decrease","Decrease","Decrease","Decrease","Decrease","","Each Person on Own","6","6","Each Person on Own","Each Person on Own","","Legal","Legal","Legal","Legal","Legal","","Agree","Agree","Agree","Agree","Neither agree nor disagree"
26425,"2013-05-07 17:34:31","2013-01-25 12:37:40","2012-09-07 23:21:08","2012-05-09 09:10:55","2012-02-26 02:56:34","2011-08-16 20:26:00","No","No","No","Not sure","No","No","Be kept the same","Not sure","Be kept the same","Be kept the same","Decrease","Not sure","Not sure","Not sure","Decrease","Be kept the same","Increase","Decrease","4","2","","5","2","3","Not Legal","Not Legal","Not Sure","Not Legal","Not Sure","Not Sure","Neither agree nor disagree","Agree","Agree","Agree","Agree","Not Sure"
